"DisGeNET","Ensembl","gLayCluster","Literature","Literature.doi","name","Name2","selected","shared name","WikiPathways"
"1","ENSG00000185737","1394",,,"NRG3","NRG3","false","NRG3","1"
,"ENSG00000072501","1395",,,"SMC1A","SMC1A","false","SMC1A","1"
,"ENSG00000122378","1396",,,"PRXL2A","PRXL2A","false","PRXL2A","1"
,"ENSG00000148602","1397",,,"LRIT1","LRIT1","false","LRIT1","1"
"1","ENSG00000178568","1394",,,"ERBB4","ERBB4","false","ERBB4","1"
,"ENSG00000133665","1398",,,"DYDC2","DYDC2","false","DYDC2","1"
,"ENSG00000151224","1399",,,"MAT1A","MAT1A","false","MAT1A","1"
,"ENSG00000164754","1400",,,"RAD21","RAD21","false","RAD21","1"
,"ENSG00000108219","126",,,"TSPAN14","TSPAN14","false","TSPAN14","1"
,"ENSG00000165678","1386",,,"GHITM","GHITM","false","GHITM","1"
,"ENSG00000118007","1401",,,"STAG1","STAG1","false","STAG1","1"
,"ENSG00000107779","1387",,,"BMPR1A","BMPR1A","false","BMPR1A","1"
,"ENSG00000130368","1375",,,"MAS1","MAS1","false","MAS1","1"
,"ENSG00000171984","1402",,,"SHLD1","SHLD1","false","SHLD1","1"
,"ENSG00000108055","1403",,,"SMC3","SMC3","false","SMC3","1"
,"ENSG00000188373","1382",,,"C10orf99","C10orf99","false","C10orf99","1"
,"ENSG00000099994","1375",,,"SUSD2","SUSD2","false","SUSD2","1"
,"ENSG00000156970","1404",,,"BUB1B","BUB1B","false","BUB1B","1"
,"ENSG00000173267","1404",,,"SNCG","SNCG","false","SNCG","1"
,"ENSG00000245848","1385",,,"CEBPA","CEBPA","false","CEBPA","1"
,"ENSG00000077522","1391",,,"ACTN2","ACTN2","false","ACTN2","1"
,"ENSG00000178217","1405",,,"SH2D4B","SH2D4B","false","SH2D4B","1"
,"ENSG00000107771","1406",,,"CCSER2","CCSER2","false","CCSER2","1"
,"ENSG00000121892","1407",,,"PDS5A","PDS5A","false","PDS5A","1"
,"ENSG00000173269","1388",,,"MMRN2","MMRN2","false","MMRN2","1"
,"ENSG00000253251","1408",,,"SHLD3","SHLD3","false","SHLD3","1"
,"ENSG00000170788","1384",,,"DYDC1","DYDC1","false","DYDC1","1"
,"ENSG00000164675","1409",,,"IQUB","IQUB","false","IQUB","1"
,"ENSG00000112981","1410",,,"NME5","NME5","false","NME5","1"
,"ENSG00000145491","1411",,,"ROPN1L","ROPN1L","false","ROPN1L","1"
,"ENSG00000187726","1412",,,"DNAJB13","DNAJB13","false","DNAJB13","1"
,"ENSG00000100218","1413",,,"RSPH14","RSPH14","false","RSPH14","1"
,"ENSG00000104941","1414",,,"RSPH6A","RSPH6A","false","RSPH6A","1"
,"ENSG00000111834","1415",,,"RSPH4A","RSPH4A","false","RSPH4A","1"
,"ENSG00000172426","1416",,,"RSPH9","RSPH9","false","RSPH9","1"
,"ENSG00000130363","1417",,,"RSPH3","RSPH3","false","RSPH3","1"
,"ENSG00000160188","1418",,,"RSPH1","RSPH1","false","RSPH1","1"
"1","ENSG00000199104","1419",,,"MIR346","MIR346","false","MIR346","1"
,"ENSG00000229404","1420",,,"LINC00858","LINC00858","false","LINC00858","1"
"1","ENSG00000125675","1421",,,"GRIA3","GRIA3","false","GRIA3","1"
"1","ENSG00000120251","1422",,,"GRIA2","GRIA2","false","GRIA2","1"
"1","ENSG00000132535","1154",,,"DLG4","DLG4","false","DLG4","1"
"1","ENSG00000198785","1423",,,"GRIN3A","GRIN3A","false","GRIN3A","1"
"1","ENSG00000152578","1424",,,"GRIA4","GRIA4","false","GRIA4","1"
,"ENSG00000116032","1425",,,"GRIN3B","GRIN3B","false","GRIN3B","1"
,"ENSG00000154639","697",,,"CXADR","CXADR","false","CXADR","1"
,"ENSG00000179938","1426",,,"GOLGA8J","GOLGA8J","false","GOLGA8J","1"
,"ENSG00000187123","1293",,,"LYPD6","LYPD6","false","LYPD6","1"
,"ENSG00000104059","1427",,,"ENTREP2","FAM189A1","false","ENTREP2","1"
,"ENSG00000107554","697",,,"DNMBP","DNMBP","false","DNMBP","1"
,"ENSG00000127022","1293",,,"CANX","CANX","false","CANX","1"
,"ENSG00000142192","472",,,"APP","APP","false","APP","1"
,"ENSG00000165887","697",,,"ANKRD2","ANKRD2","false","ANKRD2","1"
,"ENSG00000143375","697",,,"CGN","CGN","false","CGN","1"
,"ENSG00000169375","1428",,,"SIN3A","SIN3A","false","SIN3A","1"
,"ENSG00000118900","697",,,"UBN1","UBN1","false","UBN1","1"
,"ENSG00000125967","472",,,"NECAB3","NECAB3","false","NECAB3","1"
,"ENSG00000083067","1429",,,"TRPM3","TRPM3","false","TRPM3","1"
,"ENSG00000261247","1430",,,"GOLGA8T","GOLGA8T","false","GOLGA8T","1"
,"ENSG00000099365","1431",,,"STX1B","STX1B","false","STX1B","1"
,"ENSG00000101222","697",,,"SPEF1","SPEF1","false","SPEF1","1"
,"ENSG00000198835","697",,,"GJC2","GJC2","false","GJC2","1"
,"ENSG00000187098","1296",,,"MITF","MITF","false","MITF","1"
,"ENSG00000183153","697",,,"GJD3","GJD3","false","GJD3","1"
,"ENSG00000198752","697",,,"CDC42BPB","CDC42BPB","false","CDC42BPB","1"
,"ENSG00000140525","1297",,,"FANCI","FANCI","false","FANCI","1"
,"ENSG00000185115","1432",,,"NSMCE3","NSMCE3","false","NSMCE3","1"
,"ENSG00000263155","697",,,"MYZAP","MYZAP","false","MYZAP","1"
,"ENSG00000166405","1293",,,"RIC3","RIC3","false","RIC3","1"
,"ENSG00000133302","1433",,,"SLF1","SLF1","false","SLF1","1"
,"ENSG00000163029","1434",,,"SMC6","SMC6","false","SMC6","1"
,"ENSG00000156831","1435",,,"NSMCE2","NSMCE2","false","NSMCE2","1"
,"ENSG00000169189","1436",,,"NSMCE1","NSMCE1","false","NSMCE1","1"
,"ENSG00000255150","1437",,,"EID3","EID3","false","EID3","1"
,"ENSG00000198887","1438",,,"SMC5","SMC5","false","SMC5","1"
,"ENSG00000119906","1439",,,"SLF2","SLF2","false","SLF2","1"
,"ENSG00000207702","1440",,,"MIR211","MIR211","false","MIR211","1"
,"ENSG00000121274","1441",,,"TENT4B","TENT4B","false","TENT4B","1"
,"ENSG00000166716","1442",,,"ZNF592","ZNF592","false","ZNF592","1"
,"ENSG00000176371","1443",,,"ZSCAN2","ZSCAN2","false","ZSCAN2","1"
,"ENSG00000136404","1444",,,"TM6SF1","TM6SF1","false","TM6SF1","1"
,"ENSG00000118363","1445",,,"SPCS2","SPCS2","false","SPCS2","1"
,"ENSG00000197386","1384",,,"HTT","HTT","false","HTT","1"
,"ENSG00000156222","1446",,,"SLC28A1","SLC28A1","false","SLC28A1","1"
,"ENSG00000259511","1447",,,"UBE2Q2L","UBE2Q2L","false","UBE2Q2L","1"
,"ENSG00000101654","1448",,,"RNMT","RNMT","false","RNMT","1"
,"ENSG00000150995","614",,,"ITPR1","ITPR1","false","ITPR1","1"
,"ENSG00000136383","1449",,,"ALPK3","ALPK3","false","ALPK3","1"
,"ENSG00000198900","1450",,,"TOP1","TOP1","false","TOP1","1"
,"ENSG00000135439","614",,,"AGAP2","AGAP2","false","AGAP2","1"
,"ENSG00000135577","1451",,,"NMBR","NMBR","false","NMBR","1"
,"ENSG00000114902","1452",,,"SPCS1","SPCS1","false","SPCS1","1"
,"ENSG00000103723","1453",,,"AP3B2","AP3B2","false","AP3B2","1"
,"ENSG00000214575","1441",,,"CPEB1","CPEB1","false","CPEB1","1"
,"ENSG00000169594","1454",,,"BNC1","BNC1","false","BNC1","1"
,"ENSG00000156232","1455",,,"WHAMM","WHAMM","false","WHAMM","1"
,"ENSG00000117394","1441",,,"SLC2A1","SLC2A1","false","SLC2A1","1"
,"ENSG00000129128","1456",,,"SPCS3","SPCS3","false","SPCS3","1"
,"ENSG00000159082","1384",,,"SYNJ1","SYNJ1","false","SYNJ1","1"
,"ENSG00000064726","1450",,,"BTBD1","BTBD1","false","BTBD1","1"
,"ENSG00000177082","1457",,,"WDR73","WDR73","false","WDR73","1"
,"ENSG00000196218","614",,,"RYR1","RYR1","false","RYR1","1"
,"ENSG00000186628","1458",,,"FSD2","FSD2","false","FSD2","1"
,"ENSG00000140612","1459",,,"SEC11A","SEC11A","false","SEC11A","1"
,"ENSG00000197696","1451",,,"NMB","NMB","false","NMB","1"
,"ENSG00000169609","1460",,,"C15orf40","C15orf40","false","C15orf40","1"
,"ENSG00000184206","1461",,,"GOLGA6L4","GOLGA6L4","false","GOLGA6L4","1"
,"ENSG00000169612","1448",,,"RAMAC","RAMAC","false","RAMAC","1"
,"ENSG00000197959","614",,,"DNM3","DNM3","false","DNM3","1"
,"ENSG00000177879","1462",,,"AP3S1","AP3S1","false","AP3S1","1"
,"ENSG00000070718","1463",,,"AP3M2","AP3M2","false","AP3M2","1"
,"ENSG00000065000","1464",,,"AP3D1","AP3D1","false","AP3D1","1"
,"ENSG00000263643","1465",,,"MIR4515","MIR4515","false","MIR4515","1"
